"unique_coord_key","lat_rounded","lon_rounded","source_count","sources","station_ids","station_names"
"48.2481994628906,13.0148000717163",48.2481994628906,13.0148000717163,1,"ÖAMTC","1209841","BP LM Energy"
"48.2482986450195,13.1918001174927",48.2482986450195,13.1918001174927,1,"ÖAMTC","1209831","Pink Tankstelle"
"48.2482986450195,14.2941999435425",48.2482986450195,14.2941999435425,1,"ÖAMTC","1099222","Avanti"
"48.2486000061035,14.2414999008179",48.2486000061035,14.2414999008179,1,"ÖAMTC","1109264","JET"
"48.2495002746582,13.2089996337891",48.2495002746582,13.2089996337891,1,"ÖAMTC","1209352","BP Stiglechner"
"48.2498016357422,15.247799873352",48.2498016357422,15.247799873352,1,"ÖAMTC","1209125","Tankstelle Kernstock"
"48.250301361084,14.6280002593994",48.250301361084,14.6280002593994,1,"ÖAMTC","1059698","SOCAR"
"48.2504005432129,13.0474004745483",48.2504005432129,13.0474004745483,1,"ÖAMTC","1201545","Eco Drom"
"48.2509994506836,16.4703006744385",48.2509994506836,16.4703006744385,1,"ÖAMTC","1002705","OMV"
"48.2513008117676,16.4717998504639",48.2513008117676,16.4717998504639,1,"ÖAMTC","1208195","OMV"
"48.2518997192383,13.4533004760742",48.2518997192383,13.4533004760742,1,"ÖAMTC","1153117","Avia"
"48.2518997192383,14.6176996231079",48.2518997192383,14.6176996231079,1,"ÖAMTC","1211329","Turm<U+00F6>l"
"48.2519989013672,15.862099647522",48.2519989013672,15.862099647522,1,"ÖAMTC","1209030","Genol"
"48.2522010803223,16.4262008666992",48.2522010803223,16.4262008666992,1,"ÖAMTC","1212777","SE&FA Energy"
"48.2523002624512,14.5958995819092",48.2523002624512,14.5958995819092,1,"ÖAMTC","1209764","Tankstelle Petschl"
"48.252498626709,16.4263000488281",48.252498626709,16.4263000488281,1,"ÖAMTC","1201552","JET"
"48.252498626709,16.4270000457764",48.252498626709,16.4270000457764,1,"ÖAMTC","1210592","DISKONT Tankstelle (HOFER Parkplatz)"
"48.2527008056641,16.4260005950928",48.2527008056641,16.4260005950928,1,"ÖAMTC","1201552","JET"
"48.2540016174316,13.9711999893188",48.2540016174316,13.9711999893188,1,"ÖAMTC","1208222","Land lebt auf!"
"48.2541999816895,13.236499786377",48.2541999816895,13.236499786377,1,"ÖAMTC","1057572","OMV"
"48.2541999816895,16.7528991699219",48.2541999816895,16.7528991699219,1,"ÖAMTC","1210375","Tankstelle Wiesmahr"
"48.2542991638184,16.3941993713379",48.2542991638184,16.3941993713379,1,"ÖAMTC","1005316","Shell"
"48.2545013427734,16.0188007354736",48.2545013427734,16.0188007354736,1,"ÖAMTC","1003242","Avanti"
"48.2546005249023,13.9713001251221",48.2546005249023,13.9713001251221,1,"ÖAMTC","1208222","Land lebt auf!"
"48.2546997070312,16.3640003204346",48.2546997070312,16.3640003204346,1,"ÖAMTC","1001794","Shell"
"48.2547988891602,13.0452003479004",48.2547988891602,13.0452003479004,1,"ÖAMTC","1209685","Eni"
"48.2549018859863,13.0361995697021",48.2549018859863,13.0361995697021,1,"ÖAMTC","1213505","M3 Tankstelle"
"48.2554016113281,13.0768003463745",48.2554016113281,13.0768003463745,1,"ÖAMTC","1209779","Tankstelle W<U+00F6>lfl"
"48.2556991577148,14.2536001205444",48.2556991577148,14.2536001205444,1,"ÖAMTC","1201475","Pink Tankstelle"
"48.257999420166,14.3297004699707",48.257999420166,14.3297004699707,1,"ÖAMTC","1042756","OMV Fast Lane"
"48.2580986022949,13.0495004653931",48.2580986022949,13.0495004653931,1,"ÖAMTC","1000643","Tankstelle Renner"
"48.2589988708496,16.4115009307861",48.2589988708496,16.4115009307861,1,"ÖAMTC","1134169","JET"
"48.2599983215332,16.4116992950439",48.2599983215332,16.4116992950439,1,"ÖAMTC","1001080","Shell"
"48.2602005004883,15.8014001846313",48.2602005004883,15.8014001846313,1,"ÖAMTC","1209678","Land lebt auf!"
"48.2603988647461,13.940899848938",48.2603988647461,13.940899848938,1,"ÖAMTC","1201327","Pink Tankstelle"
"48.2605018615723,13.0510997772217",48.2605018615723,13.0510997772217,1,"ÖAMTC","1132240","Avanti"
"48.2615013122559,13.2413997650146",48.2615013122559,13.2413997650146,1,"ÖAMTC","1210831","Avia XPress"
"48.2616996765137,13.2419996261597",48.2616996765137,13.2419996261597,1,"ÖAMTC","1210831","Avia XPress"
"48.2617988586426,16.4361000061035",48.2617988586426,16.4361000061035,1,"ÖAMTC","1208189","Eni"
"48.2631988525391,14.3233995437622",48.2631988525391,14.3233995437622,1,"ÖAMTC","1042757","Avanti"
"48.2633018493652,16.4612007141113",48.2633018493652,16.4612007141113,1,"ÖAMTC","1201520","Eni"
"48.263599395752,16.4596004486084",48.263599395752,16.4596004486084,1,"ÖAMTC","1161317","JET"
"48.2636985778809,13.417200088501",48.2636985778809,13.417200088501,1,"ÖAMTC","1207779","Turm<U+00F6>l Quick"
"48.2644996643066,16.4547996520996",48.2644996643066,16.4547996520996,1,"ÖAMTC","1001079","Shell"
"48.2654991149902,16.3939990997314",48.2654991149902,16.3939990997314,1,"ÖAMTC","1001074","OMV"
"48.2661018371582,16.4030990600586",48.2661018371582,16.4030990600586,1,"ÖAMTC","1213253","Turm<U+00F6>l"
"48.2662010192871,16.4620990753174",48.2662010192871,16.4620990753174,1,"ÖAMTC","1007259","Tankstelle Jandl"
"48.2663993835449,13.5659999847412",48.2663993835449,13.5659999847412,1,"ÖAMTC","1209663","Avia XPress"
"48.2666015625,13.5659999847412",48.2666015625,13.5659999847412,1,"ÖAMTC","1209663","Avia XPress"
"48.2667999267578,16.4025993347168",48.2667999267578,16.4025993347168,1,"ÖAMTC","1014166","BP"
"48.2672004699707,16.4291000366211",48.2672004699707,16.4291000366211,1,"ÖAMTC","1201306","BP Stiglechner"
"48.2677001953125,14.4534997940063",48.2677001953125,14.4534997940063,1,"ÖAMTC","1153390","Turm<U+00F6>l"
"48.2677001953125,15.6865997314453",48.2677001953125,15.6865997314453,1,"ÖAMTC","1212697","SOCAR"
"48.2678985595703,15.6381998062134",48.2678985595703,15.6381998062134,1,"ÖAMTC","1209313","Tankstelle Gamsj<U+00E4>ger"
"48.2689018249512,14.7204999923706",48.2689018249512,14.7204999923706,1,"ÖAMTC","1209141","Genol"
"48.2697982788086,15.9715995788574",48.2697982788086,15.9715995788574,1,"ÖAMTC","1207808","OMV"
"48.2700996398926,13.743200302124",48.2700996398926,13.743200302124,1,"ÖAMTC","1208857","Turm<U+00F6>l"
"48.2703018188477,14.9496002197266",48.2703018188477,14.9496002197266,1,"ÖAMTC","1209243","Lagerhaus"
"48.2703018188477,16.4120998382568",48.2703018188477,16.4120998382568,1,"ÖAMTC","1209588","OMV"
"48.2704010009766,13.2617998123169",48.2704010009766,13.2617998123169,1,"ÖAMTC","1208799","Genol"
"48.2705001831055,13.1710996627808",48.2705001831055,13.1710996627808,1,"ÖAMTC","1208980","Genol"
"48.2705001831055,14.4525003433228",48.2705001831055,14.4525003433228,1,"ÖAMTC","1153124","IQ Stiglechner"
"48.2711982727051,14.2945995330811",48.2711982727051,14.2945995330811,1,"ÖAMTC","1207847","Shell Stiglechner"
"48.2714004516602,13.7208003997803",48.2714004516602,13.7208003997803,1,"ÖAMTC","1209334","Genol"
"48.271598815918,14.2679004669189",48.271598815918,14.2679004669189,1,"ÖAMTC","1209674","DISKONT Tankstelle (HOFER Parkplatz)"
"48.271598815918,14.2680997848511",48.271598815918,14.2680997848511,1,"ÖAMTC","1209674","DISKONT Tankstelle (HOFER Parkplatz)"
"48.2717018127441,15.6148996353149",48.2717018127441,15.6148996353149,1,"ÖAMTC","1201381","Robineau"
"48.271900177002,14.2818002700806",48.271900177002,14.2818002700806,1,"ÖAMTC","1070778","SOCAR"
"48.271900177002,16.4080009460449",48.271900177002,16.4080009460449,1,"ÖAMTC","1209834","DISKONT Tankstelle (HOFER Parkplatz)"
"48.2723007202148,16.4309997558594",48.2723007202148,16.4309997558594,1,"ÖAMTC","1213217","Lohberger"
"48.2729988098145,14.2530002593994",48.2729988098145,14.2530002593994,1,"ÖAMTC","1201188","Avanti"
"48.2737007141113,14.5775003433228",48.2737007141113,14.5775003433228,1,"ÖAMTC","1208948","Clever Tanken"
"48.2747993469238,14.2727003097534",48.2747993469238,14.2727003097534,1,"ÖAMTC","1000484","Eni"
"48.2757987976074,15.6970996856689",48.2757987976074,15.6970996856689,1,"ÖAMTC","1208923","Genol"
"48.2759017944336,15.6969995498657",48.2759017944336,15.6969995498657,1,"ÖAMTC","1208923","Genol"
"48.2778015136719,14.3107004165649",48.2778015136719,14.3107004165649,1,"ÖAMTC","1211153","Turm<U+00F6>l"
"48.2779006958008,14.956000328064",48.2779006958008,14.956000328064,1,"ÖAMTC","1209656","Tankstelle Leonhartsberger"
"48.2787017822266,14.2458000183105",48.2787017822266,14.2458000183105,1,"ÖAMTC","1109537","OMV"
"48.2789001464844,15.6955003738403",48.2789001464844,15.6955003738403,1,"ÖAMTC","1016245","OMV"
"48.2803993225098,14.3760004043579",48.2803993225098,14.3760004043579,1,"ÖAMTC","1013573","Avia"
"48.2807006835938,15.6969003677368",48.2807006835938,15.6969003677368,1,"ÖAMTC","1208321","Avia XPress"
"48.2808990478516,15.7172002792358",48.2808990478516,15.7172002792358,1,"ÖAMTC","1208164","Shell"
"48.2812004089355,16.4120998382568",48.2812004089355,16.4120998382568,1,"ÖAMTC","1001075","OMV"
"48.2817001342773,15.9298000335693",48.2817001342773,15.9298000335693,1,"ÖAMTC","1058385","SOCAR"
"48.2825012207031,16.380199432373",48.2825012207031,16.380199432373,1,"ÖAMTC","1147619","BP"
"48.2830009460449,14.2883996963501",48.2830009460449,14.2883996963501,1,"ÖAMTC","1201187","Avanti"
"48.2835998535156,16.4134998321533",48.2835998535156,16.4134998321533,1,"ÖAMTC","1188419","BP"
"48.2840995788574,16.529899597168",48.2840995788574,16.529899597168,1,"ÖAMTC","1209861","Treibstoffparadies Kohlhammer"
"48.2841987609863,13.8802003860474",48.2841987609863,13.8802003860474,1,"ÖAMTC","1209337","Genol"
"48.2841987609863,14.2924995422363",48.2841987609863,14.2924995422363,1,"ÖAMTC","1211149","Turm<U+00F6>l"
"48.2841987609863,14.3692998886108",48.2841987609863,14.3692998886108,1,"ÖAMTC","1050018","Speed Diskont"
"48.2845993041992,14.3627996444702",48.2845993041992,14.3627996444702,1,"ÖAMTC","1209269","Genol"
"48.2846984863281,14.3201999664307",48.2846984863281,14.3201999664307,1,"ÖAMTC","1038001","BP Stiglechner"
"48.2848014831543,14.3521995544434",48.2848014831543,14.3521995544434,1,"ÖAMTC","1127249","Eni"
"48.2851982116699,16.3455009460449",48.2851982116699,16.3455009460449,1,"ÖAMTC","1140216","Avanti"
"48.2855987548828,13.4345998764038",48.2855987548828,13.4345998764038,1,"ÖAMTC","1209040","Genol"
"48.2860984802246,14.3024997711182",48.2860984802246,14.3024997711182,1,"ÖAMTC","1000436","OMV"
"48.2864990234375,16.3439998626709",48.2864990234375,16.3439998626709,1,"ÖAMTC","1201319","OMV"
"48.2865982055664,16.3631000518799",48.2865982055664,16.3631000518799,1,"ÖAMTC","1210790","Diskont B<U+00F6>hm"
"48.2867012023926,16.3840999603271",48.2867012023926,16.3840999603271,1,"ÖAMTC","1140197","Avanti"
"48.2877998352051,14.1168003082275",48.2877998352051,14.1168003082275,1,"ÖAMTC","1208943","Genol"
"48.2879981994629,14.0761995315552",48.2879981994629,14.0761995315552,1,"ÖAMTC","1140309","Avanti"
"48.288200378418,14.4753999710083",48.288200378418,14.4753999710083,1,"ÖAMTC","1209135","Genol"
"48.288501739502,16.0093002319336",48.288501739502,16.0093002319336,1,"ÖAMTC","1209653","Genol"
"48.2888984680176,14.1176996231079",48.2888984680176,14.1176996231079,1,"ÖAMTC","1000497","Eni"
"48.2891006469727,15.1618003845215",48.2891006469727,15.1618003845215,1,"ÖAMTC","1209124","Tankstelle Hahn"
"48.290699005127,16.3383007049561",48.290699005127,16.3383007049561,1,"ÖAMTC","1107666","Eni"
"48.290901184082,14.2777004241943",48.290901184082,14.2777004241943,1,"ÖAMTC","1211141","Turm<U+00F6>l"
"48.2929992675781,15.9319000244141",48.2929992675781,15.9319000244141,1,"ÖAMTC","1000374","Genol"
"48.2932014465332,15.4146995544434",48.2932014465332,15.4146995544434,1,"ÖAMTC","1209123","Tankstelle Lechner"
"48.2933006286621,16.4832992553711",48.2933006286621,16.4832992553711,1,"ÖAMTC","1208922","Genol"
"48.2941017150879,16.4675998687744",48.2941017150879,16.4675998687744,1,"ÖAMTC","1001812","BP"
"48.2943000793457,15.2624998092651",48.2943000793457,15.2624998092651,1,"ÖAMTC","1209757","Turm<U+00F6>l Quick"
"48.2956008911133,16.3409004211426",48.2956008911133,16.3409004211426,1,"ÖAMTC","1209627","DISKONT Tankstelle (HOFER Parkplatz)"
"48.2957000732422,16.5587005615234",48.2957000732422,16.5587005615234,1,"ÖAMTC","1005701","Shell"
"48.2962989807129,14.3084001541138",48.2962989807129,14.3084001541138,1,"ÖAMTC","1201483","BP Stiglechner"
"48.2975006103516,16.3754997253418",48.2975006103516,16.3754997253418,1,"ÖAMTC","1209693","DISKONT Tankstelle (HOFER Parkplatz)"
"48.2980995178223,15.0684003829956",48.2980995178223,15.0684003829956,1,"ÖAMTC","1209093","Genol"
"48.2997016906738,14.3308000564575",48.2997016906738,14.3308000564575,1,"ÖAMTC","1213920","IQ Stiglechner"
"48.2999000549316,16.3327007293701",48.2999000549316,16.3327007293701,1,"ÖAMTC","1133661","Eni"
"48.2999000549316,16.37380027771",48.2999000549316,16.37380027771,1,"ÖAMTC","1209745","Avanti"
"48.2999992370605,14.0150003433228",48.2999992370605,14.0150003433228,1,"ÖAMTC","1207712","Pink Tankstelle"
"48.3003997802734,14.3205995559692",48.3003997802734,14.3205995559692,1,"ÖAMTC","1195936","Turm<U+00F6>l"
"48.3005981445312,14.3083000183105",48.3005981445312,14.3083000183105,1,"ÖAMTC","1211145","Turm<U+00F6>l"
"48.3018989562988,14.0300998687744",48.3018989562988,14.0300998687744,1,"ÖAMTC","1208115","Eni"
"48.3021011352539,14.0143995285034",48.3021011352539,14.0143995285034,1,"ÖAMTC","1208243","Genol"
"48.3031005859375,16.5776996612549",48.3031005859375,16.5776996612549,1,"ÖAMTC","1201391","JET"
"48.3044013977051,15.8910999298096",48.3044013977051,15.8910999298096,1,"ÖAMTC","1091501","Eni"
"48.304500579834,16.3297004699707",48.304500579834,16.3297004699707,1,"ÖAMTC","1133660","Avanti"
"48.3068008422852,14.3156995773315",48.3068008422852,14.3156995773315,1,"ÖAMTC","1146766","Eni"
"48.3068008422852,16.3141002655029",48.3068008422852,16.3141002655029,1,"ÖAMTC","1003536","Turm<U+00F6>l"
"48.307201385498,14.3246002197266",48.307201385498,14.3246002197266,1,"ÖAMTC","1208524","Pink Tankstelle"
"48.3075981140137,13.4258003234863",48.3075981140137,13.4258003234863,1,"ÖAMTC","1209354","Tankstelle W<U+00F6>lfl"
"48.3086013793945,14.0204000473022",48.3086013793945,14.0204000473022,1,"ÖAMTC","1209618","Pink Tankstelle"
"48.3098983764648,15.6304998397827",48.3098983764648,15.6304998397827,1,"ÖAMTC","1209041","Genol"
"48.3105010986328,13.9034996032715",48.3105010986328,13.9034996032715,1,"ÖAMTC","1209069","Genol"
"48.3106994628906,13.6297998428345",48.3106994628906,13.6297998428345,1,"ÖAMTC","1153112","Avia"
"48.3107986450195,16.5149002075195",48.3107986450195,16.5149002075195,1,"ÖAMTC","1208514","OMV"
"48.3115005493164,16.4300994873047",48.3115005493164,16.4300994873047,1,"ÖAMTC","1208711","Avanti"
"48.3123016357422,15.0784997940063",48.3123016357422,15.0784997940063,1,"ÖAMTC","1212717","Shell"
"48.3125,14.2412004470825",48.3125,14.2412004470825,1,"ÖAMTC","1000465","Turm<U+00F6>l Quick"
"48.3134002685547,13.4224996566772",48.3134002685547,13.4224996566772,1,"ÖAMTC","1209355","Eurowag"
"48.3134994506836,14.2987003326416",48.3134994506836,14.2987003326416,1,"ÖAMTC","1201457","Eni"
"48.3134994506836,14.8203001022339",48.3134994506836,14.8203001022339,1,"ÖAMTC","1209245","Genol"
"48.3138008117676,13.3250999450684",48.3138008117676,13.3250999450684,1,"ÖAMTC","1208691","Avia"
"48.3146018981934,14.2859001159668",48.3146018981934,14.2859001159668,1,"ÖAMTC","1207799","BP"
"48.3146018981934,16.6252002716064",48.3146018981934,16.6252002716064,1,"ÖAMTC","1207834","OMV"
"48.3148002624512,15.200400352478",48.3148002624512,15.200400352478,1,"ÖAMTC","1207992","Shell"
"48.3153991699219,14.3017997741699",48.3153991699219,14.3017997741699,1,"ÖAMTC","1000439","OMV"
"48.3162994384766,13.5108995437622",48.3162994384766,13.5108995437622,1,"ÖAMTC","1208978","Genol"
"48.3171005249023,14.7637996673584",48.3171005249023,14.7637996673584,1,"ÖAMTC","1209299","Genol"
"48.3172988891602,13.4252004623413",48.3172988891602,13.4252004623413,1,"ÖAMTC","1201161","Avanti"
"48.317798614502,13.9181995391846",48.317798614502,13.9181995391846,1,"ÖAMTC","1151673","Shell"
"48.3182983398438,16.0860004425049",48.3182983398438,16.0860004425049,1,"ÖAMTC","1208415","Eni"
"48.3208999633789,16.6522998809814",48.3208999633789,16.6522998809814,1,"ÖAMTC","1209616","DISKONT Tankstelle (HOFER Parkplatz)"
"48.3209991455078,14.2882995605469",48.3209991455078,14.2882995605469,1,"ÖAMTC","1140308","Avanti"
"48.3222007751465,14.2889003753662",48.3222007751465,14.2889003753662,1,"ÖAMTC","1201081","Turm<U+00F6>l Quick"
"48.3224983215332,14.193699836731",48.3224983215332,14.193699836731,1,"ÖAMTC","1109536","Pink Tankstelle"
"48.3224983215332,16.0265998840332",48.3224983215332,16.0265998840332,1,"ÖAMTC","1077981","OMV"
"48.3230018615723,16.2000999450684",48.3230018615723,16.2000999450684,1,"ÖAMTC","1208615","Eni Stiglechner"
"48.3266983032227,16.0590991973877",48.3266983032227,16.0590991973877,1,"ÖAMTC","1059041","BP Stiglechner"
"48.3274002075195,14.3039999008179",48.3274002075195,14.3039999008179,1,"ÖAMTC","1208419","Avia"
"48.3274993896484,14.3044996261597",48.3274993896484,14.3044996261597,1,"ÖAMTC","1045338","Speed Diskont"
"48.3279991149902,16.0580997467041",48.3279991149902,16.0580997467041,1,"ÖAMTC","1139235","JET"
"48.3282012939453,16.0456008911133",48.3282012939453,16.0456008911133,1,"ÖAMTC","1000367","Turm<U+00F6>l Quick"
"48.3282012939453,16.0583000183105",48.3282012939453,16.0583000183105,1,"ÖAMTC","1139235","JET"
"48.328498840332,14.3213996887207",48.328498840332,14.3213996887207,1,"ÖAMTC","1099223","JET"
"48.3288993835449,14.9799003601074",48.3288993835449,14.9799003601074,1,"ÖAMTC","1209144","Freie Tankstelle"
"48.3292007446289,14.3129997253418",48.3292007446289,14.3129997253418,1,"ÖAMTC","1024996","Shell"
"48.3300018310547,14.6028003692627",48.3300018310547,14.6028003692627,1,"ÖAMTC","1034517","IQ Stiglechner"
"48.331298828125,14.3172998428345",48.331298828125,14.3172998428345,1,"ÖAMTC","1086231","BP"
"48.3314018249512,16.0645008087158",48.3314018249512,16.0645008087158,1,"ÖAMTC","1000368","Turm<U+00F6>l"
"48.3315010070801,13.3577003479004",48.3315010070801,13.3577003479004,1,"ÖAMTC","1209356","Shell Stiglechner"
"48.3315010070801,14.8315000534058",48.3315010070801,14.8315000534058,1,"ÖAMTC","1210112","Petschl / Riegler Tankstelle"
"48.331901550293,13.855899810791",48.331901550293,13.855899810791,1,"ÖAMTC","1208614","Genol"
"48.3326988220215,16.3449993133545",48.3326988220215,16.3449993133545,1,"ÖAMTC","1156715","Eni Stiglechner"
"48.3326988220215,16.4102001190186",48.3326988220215,16.4102001190186,1,"ÖAMTC","1207947","Tankstelle M&S"
"48.3334007263184,16.7159996032715",48.3334007263184,16.7159996032715,1,"ÖAMTC","1134170","JET"
"48.3336982727051,13.8517999649048",48.3336982727051,13.8517999649048,1,"ÖAMTC","1213814","Pink Tankstelle"
"48.3339004516602,15.9419002532959",48.3339004516602,15.9419002532959,1,"ÖAMTC","1207668","Tankstelle Schildecker"
"48.3353996276855,14.1833000183105",48.3353996276855,14.1833000183105,1,"ÖAMTC","1111111","Pink Tankstelle"
"48.3362007141113,16.4610004425049",48.3362007141113,16.4610004425049,1,"ÖAMTC","1208141","OMV"
"48.336498260498,16.4640007019043",48.336498260498,16.4640007019043,1,"ÖAMTC","1000170","Monetti"
"48.3373985290527,16.3395004272461",48.3373985290527,16.3395004272461,1,"ÖAMTC","1208346","Eni"
"48.3375015258789,14.1768999099731",48.3375015258789,14.1768999099731,1,"ÖAMTC","1209773","JET"
"48.3375015258789,14.1780996322632",48.3375015258789,14.1780996322632,1,"ÖAMTC","1208944","Genol"
"48.3381004333496,16.3388996124268",48.3381004333496,16.3388996124268,1,"ÖAMTC","1208140","Avanti"
"48.3381004333496,16.7315006256104",48.3381004333496,16.7315006256104,1,"ÖAMTC","1207987","OMV"
"48.3385009765625,13.7716999053955",48.3385009765625,13.7716999053955,1,"ÖAMTC","1210843","Turm<U+00F6>l Quick"
"48.3390998840332,16.4648990631104",48.3390998840332,16.4648990631104,1,"ÖAMTC","1208509","Eni"
"48.339298248291,16.3374996185303",48.339298248291,16.3374996185303,1,"ÖAMTC","1208147","Shell"
"48.3404006958008,15.9256000518799",48.3404006958008,15.9256000518799,1,"ÖAMTC","1201541","SOCAR"
"48.3417015075684,16.7350997924805",48.3417015075684,16.7350997924805,1,"ÖAMTC","1209240","Lagerhaus"
"48.3418006896973,14.4133996963501",48.3418006896973,14.4133996963501,1,"ÖAMTC","1096542","OMV"
"48.342601776123,14.2937002182007",48.342601776123,14.2937002182007,1,"ÖAMTC","1208064","BP Stiglechner"
"48.342601776123,16.36669921875",48.342601776123,16.36669921875,1,"ÖAMTC","1195160","Avia"
"48.3440017700195,14.4401998519897",48.3440017700195,14.4401998519897,1,"ÖAMTC","1210203","Genol"
"48.344898223877,13.475700378418",48.344898223877,13.475700378418,1,"ÖAMTC","1201573","Hauthaler"
"48.345100402832,16.4731006622314",48.345100402832,16.4731006622314,1,"ÖAMTC","1209782","Treibstoffparadies Kohlhammer"
"48.3466987609863,14.0566997528076",48.3466987609863,14.0566997528076,1,"ÖAMTC","1208630","Genol"
"48.3469009399414,16.319299697876",48.3469009399414,16.319299697876,1,"ÖAMTC","1208412","Eni"
"48.3474006652832,14.6679000854492",48.3474006652832,14.6679000854492,1,"ÖAMTC","1059697","Genol"
"48.347900390625,14.1539001464844",48.347900390625,14.1539001464844,1,"ÖAMTC","1008046","OMV"
"48.348201751709,16.3199996948242",48.348201751709,16.3199996948242,1,"ÖAMTC","1208413","Eni"
"48.3498001098633,15.747200012207",48.3498001098633,15.747200012207,1,"ÖAMTC","1119577","SOCAR"
"48.3501014709473,15.620400428772",48.3501014709473,15.620400428772,1,"ÖAMTC","1207731","Robineau"
"48.3504981994629,13.6358003616333",48.3504981994629,13.6358003616333,1,"ÖAMTC","1201508","Avia"
"48.3526000976562,13.5590000152588",48.3526000976562,13.5590000152588,1,"ÖAMTC","1201683","BP Toms Tankstelle"
"48.3526992797852,13.5588998794556",48.3526992797852,13.5588998794556,1,"ÖAMTC","1213477","Tom's Tankstelle"
"48.353401184082,14.5359001159668",48.353401184082,14.5359001159668,1,"ÖAMTC","1154834","BP"
"48.3543014526367,16.5993995666504",48.3543014526367,16.5993995666504,1,"ÖAMTC","1209694","Tankstelle Brenner"
"48.3549003601074,14.5194997787476",48.3549003601074,14.5194997787476,1,"ÖAMTC","1208852","Genol"
"48.3552017211914,16.05419921875",48.3552017211914,16.05419921875,1,"ÖAMTC","1208378","Tankstelle Lukaseder"
"48.3568992614746,13.6978998184204",48.3568992614746,13.6978998184204,1,"ÖAMTC","1209503","Genol"
"48.3580017089844,16.3148994445801",48.3580017089844,16.3148994445801,1,"ÖAMTC","1099100","JET"
"48.3581008911133,14.4750995635986",48.3581008911133,14.4750995635986,1,"ÖAMTC","1210503","Eni"
"48.3581008911133,16.3148994445801",48.3581008911133,16.3148994445801,1,"ÖAMTC","1099100","JET"
"48.3585014343262,14.4778003692627",48.3585014343262,14.4778003692627,1,"ÖAMTC","1212225","DISKONT Tankstelle (HOFER Parkplatz)"
"48.3588981628418,14.4839000701904",48.3588981628418,14.4839000701904,1,"ÖAMTC","1209579","Genol"
"48.3592987060547,14.4792995452881",48.3592987060547,14.4792995452881,1,"ÖAMTC","1209658","BP Stiglechner"
"48.3596000671387,13.9954996109009",48.3596000671387,13.9954996109009,1,"ÖAMTC","1140215","Avanti"
"48.3601989746094,16.3111000061035",48.3601989746094,16.3111000061035,1,"ÖAMTC","1211417","DISKONT Tankstelle (HOFER Parkplatz)"
"48.3604011535645,16.4918003082275",48.3604011535645,16.4918003082275,1,"ÖAMTC","1209829","Turm<U+00F6>l"
"48.361499786377,14.2404003143311",48.361499786377,14.2404003143311,1,"ÖAMTC","1208242","Genol"
"48.3622016906738,14.0317001342773",48.3622016906738,14.0317001342773,1,"ÖAMTC","1201673","qp"
"48.3624000549316,14.0089998245239",48.3624000549316,14.0089998245239,1,"ÖAMTC","1209015","Genol"
"48.3624000549316,15.4167995452881",48.3624000549316,15.4167995452881,1,"ÖAMTC","1208272","Eni"
"48.3630981445312,16.0566997528076",48.3630981445312,16.0566997528076,1,"ÖAMTC","1209117","B 19"
"48.3633995056152,15.4315004348755",48.3633995056152,15.4315004348755,1,"ÖAMTC","1210624","Avia XPress"
"48.3638000488281,14.0130996704102",48.3638000488281,14.0130996704102,1,"ÖAMTC","1057785","Pink Tankstelle"
"48.3657989501953,13.5662002563477",48.3657989501953,13.5662002563477,1,"ÖAMTC","1209505","Genol"
"48.3666000366211,16.3796005249023",48.3666000366211,16.3796005249023,1,"ÖAMTC","1208900","Genol"
"48.3667984008789,16.3556003570557",48.3667984008789,16.3556003570557,1,"ÖAMTC","1208102","OIL!"
"48.3675003051758,16.3579998016357",48.3675003051758,16.3579998016357,1,"ÖAMTC","1213968","Genol"
"48.3684997558594,14.3421001434326",48.3684997558594,14.3421001434326,1,"ÖAMTC","1208154","Avia XPress"
"48.369701385498,13.5721998214722",48.369701385498,13.5721998214722,1,"ÖAMTC","1153113","Tom`s Tankstelle"
"48.3736991882324,14.3434000015259",48.3736991882324,14.3434000015259,1,"ÖAMTC","1208849","Genol"
"48.375,16.2381000518799",48.375,16.2381000518799,1,"ÖAMTC","1209031","IQ Stiglechner"
"48.3760986328125,15.1489000320435",48.3760986328125,15.1489000320435,1,"ÖAMTC","1008983","Tankstelle Lederm<U+00FC>ller"
"48.3763008117676,15.1568002700806",48.3763008117676,15.1568002700806,1,"ÖAMTC","1209258","Genol"
"48.3768005371094,15.6106004714966",48.3768005371094,15.6106004714966,1,"ÖAMTC","1207907","i-diskont"
"48.3771018981934,13.6309995651245",48.3771018981934,13.6309995651245,1,"ÖAMTC","1153119","Tankstelle Zauner"
"48.3783988952637,16.5104007720947",48.3783988952637,16.5104007720947,1,"ÖAMTC","1208347","Eni"
"48.3806991577148,16.2040004730225",48.3806991577148,16.2040004730225,1,"ÖAMTC","1207833","OMV"
"48.3809013366699,16.5116004943848",48.3809013366699,16.5116004943848,1,"ÖAMTC","1201368","Monetti"
"48.3855018615723,16.1814002990723",48.3855018615723,16.1814002990723,1,"ÖAMTC","1074198","M&S Brennstoffhandels GmbH"
"48.3858985900879,16.1986999511719",48.3858985900879,16.1986999511719,1,"ÖAMTC","1135181","BP"
"48.3860015869141,16.7381000518799",48.3860015869141,16.7381000518799,1,"ÖAMTC","1008982","Polak Bedienungstankstelle"
"48.386100769043,16.2187004089355",48.386100769043,16.2187004089355,1,"ÖAMTC","1208017","OMV"
